state,year,localid,name,e1,e2,e3,e4,et,e2_impute
NJ,2014,010010,absecon city,0,0,54,15,69,1
NJ,2014,010110,atlantic city,0,21,629,20,670,0
NJ,2014,010120,atlantic co vocational,0,0,82,24,106,1
NJ,2014,010125,atlantic co special serv,NA,NA,59,NA,66,0
NJ,2014,010570,brigantine city,0,0,19,47,66,1
NJ,2014,010590,buena regional,NA,NA,142,NA,152,0
NJ,2014,011300,egg harbor city,NA,3,26,19,48,1
NJ,2014,011310,egg harbor twp,NA,8,468,100,576,1
NJ,2014,011410,estell manor city,NA,NA,NA,10,15,0
NJ,2014,011540,folsom boro,0,0,17,21,38,1
NJ,2014,011690,galloway twp,0,0,285,14,299,1
NJ,2014,011790,greater egg harbor reg,NA,3,154,118,275,1
NJ,2014,011940,hamilton twp,NA,15,166,48,229,1
NJ,2014,011960,hammonton town,NA,1,124,114,239,1
NJ,2014,012680,linwood city,NA,NA,NA,NA,81,0
NJ,2014,012910,mainland regional,NA,NA,115,NA,116,0
NJ,2014,013020,margate city,0,0,38,10,48,1
NJ,2014,013480,mullica twp,0,0,38,23,61,1
NJ,2014,013720,northfield city,NA,2,65,19,86,1
NJ,2014,014180,pleasantville city,NA,9,311,21,341,1
NJ,2014,014240,port republic city,NA,NA,13,NA,15,0
NJ,2014,014800,somers point city,0,0,89,15,104,1
NJ,2014,015350,ventnor city,NA,2,66,11,79,1
NJ,2014,015760,weymouth twp,NA,NA,19,NA,20,0
NJ,2014,030040,allendale boro,NA,NA,67,NA,76,0
NJ,2014,030080,alpine boro,NA,NA,15,NA,22,0
NJ,2014,030285,bergen co special service,NA,4,85,93,182,1
NJ,2014,030290,bergen county vocational,NA,4,165,36,205,1
NJ,2014,030300,bergenfield boro,NA,3,188,56,247,1
NJ,2014,030440,bogota boro,NA,2,40,60,102,1
NJ,2014,030740,carlstadt boro,NA,NA,NA,33,40,0
NJ,2014,030745,carlstadt-east rutherford,NA,NA,NA,NA,39,0
NJ,2014,030890,cliffside park boro,0,0,27,160,187,1
NJ,2014,030930,closter boro,0,0,64,19,83,1
NJ,2014,030990,cresskill boro,NA,2,117,13,132,1
NJ,2014,031070,demarest boro,NA,NA,64,NA,70,0
NJ,2014,031130,dumont boro,0,0,157,55,212,1
NJ,2014,031230,east rutherford boro,0,0,23,39,62,1
NJ,2014,031270,edgewater boro,NA,1,37,22,60,1
NJ,2014,031345,elmwood park,NA,NA,137,NA,147,0
NJ,2014,031360,emerson boro,NA,NA,88,NA,93,0
NJ,2014,031370,englewood city,NA,20,241,NA,270,0
NJ,2014,031380,englewood cliffs boro,NA,2,30,17,49,1
NJ,2014,031450,fair lawn boro,NA,3,239,140,382,1
NJ,2014,031470,fairview boro,NA,5,68,11,84,1
NJ,2014,031550,fort lee boro,NA,5,223,25,253,1
NJ,2014,031580,franklin lakes boro,0,0,22,125,147,1
NJ,2014,031700,garfield city,NA,2,371,58,431,1
NJ,2014,031760,glen rock boro,NA,1,145,53,199,1
NJ,2014,031860,hackensack city,NA,4,356,32,392,1
NJ,2014,032050,harrington park boro,NA,NA,NA,54,55,0
NJ,2014,032080,hasbrouck heights boro,0,0,101,25,126,1
NJ,2014,032090,haworth boro,NA,NA,NA,NA,42,0
NJ,2014,032180,hillsdale boro,0,0,35,19,54,1
NJ,2014,032200,ho ho kus boro,0,0,25,29,54,1
NJ,2014,032620,leonia boro,NA,NA,149,NA,157,0
NJ,2014,032710,little ferry boro,0,0,13,10,23,1
NJ,2014,032740,lodi borough,NA,NA,222,NA,232,0
NJ,2014,032860,lyndhurst twp,NA,2,141,20,163,1
NJ,2014,032900,mahwah twp,NA,1,195,53,249,1
NJ,2014,033060,maywood boro,0,0,56,13,69,1
NJ,2014,033170,midland park boro,NA,NA,91,NA,99,0
NJ,2014,033330,montvale boro,0,0,19,49,68,1
NJ,2014,033550,new milford boro,NA,6,102,43,151,1
NJ,2014,033600,north arlington boro,NA,NA,126,NA,134,0
NJ,2014,033700,northern highlands reg,0,0,94,17,111,1
NJ,2014,033710,northern valley regional,NA,4,162,85,251,1
NJ,2014,033730,northvale boro,NA,NA,46,NA,47,0
NJ,2014,033740,norwood boro,0,0,34,11,45,1
NJ,2014,033760,oakland boro,0,0,88,28,116,1
NJ,2014,033850,old tappan boro,0,0,45,20,65,1
NJ,2014,033870,oradell boro,NA,NA,NA,NA,62,0
NJ,2014,033910,palisades park,NA,NA,130,NA,139,0
NJ,2014,033930,paramus boro,NA,5,217,79,301,1
NJ,2014,033940,park ridge boro,NA,3,78,34,115,1
NJ,2014,033960,pascack valley regional,0,0,113,48,161,1
NJ,2014,034300,ramapo-indian hill reg,0,0,134,64,198,1
NJ,2014,034310,ramsey boro,NA,3,192,43,238,1
NJ,2014,034370,ridgefield boro,NA,2,135,21,158,1
NJ,2014,034380,ridgefield park twp,0,0,74,86,160,1
NJ,2014,034390,ridgewood village,NA,4,289,130,423,1
NJ,2014,034405,river dell regional,NA,2,105,20,127,1
NJ,2014,034410,river edge boro,NA,1,68,21,90,1
NJ,2014,034430,river vale twp,NA,2,71,23,96,1
NJ,2014,034470,rochelle park twp,NA,NA,31,NA,41,0
NJ,2014,034600,rutherford boro,0,0,173,27,200,1
NJ,2014,034610,saddle brook twp,NA,1,102,59,162,1
NJ,2014,034620,saddle river boro,NA,NA,22,NA,23,0
NJ,2014,034845,south bergen jointure com,NA,1,20,28,49,1
NJ,2014,034870,south hackensack twp,NA,NA,12,NA,22,0
NJ,2014,035150,teaneck twp,NA,3,272,49,324,1
NJ,2014,035160,tenafly boro,0,0,146,147,293,1
NJ,2014,035330,upper saddle river boro,NA,1,87,15,103,1
NJ,2014,035410,waldwick boro,NA,1,126,15,142,1
NJ,2014,035430,wallington boro,NA,NA,77,NA,82,0
NJ,2014,035755,westwood regional,NA,4,105,111,220,1
NJ,2014,035830,wood-ridge boro,NA,1,74,17,92,1
NJ,2014,035880,woodcliff lake boro,0,0,51,15,66,1
NJ,2014,035920,wyckoff twp,0,0,71,117,188,1
NJ,2014,050200,bass river twp,NA,NA,NA,NA,15,0
NJ,2014,050380,beverly city,NA,NA,NA,NA,25,0
NJ,2014,050475,bordentown regional,0,0,129,42,171,1
NJ,2014,050600,burlington city,NA,11,122,36,169,1
NJ,2014,050605,burlington co spec serv,NA,NA,125,NA,127,0
NJ,2014,050610,burlington co vocational,NA,NA,144,NA,148,0
NJ,2014,050620,burlington twp,NA,2,284,16,302,1
NJ,2014,050830,chesterfield twp,NA,NA,48,NA,50,0
NJ,2014,050840,cinnaminson twp,NA,1,105,90,196,1
NJ,2014,051030,delanco twp,NA,NA,28,NA,32,0
NJ,2014,051060,delran twp,NA,1,145,62,208,1
NJ,2014,051250,eastampton twp,NA,NA,54,NA,56,0
NJ,2014,051280,edgewater park twp,NA,1,35,32,68,1
NJ,2014,051420,evesham twp,0,0,138,211,349,1
NJ,2014,051520,florence twp,NA,NA,112,NA,113,0
NJ,2014,051910,hainesport twp,0,0,34,25,59,1
NJ,2014,052610,lenape regional,0,0,275,285,560,1
NJ,2014,052850,lumberton twp,NA,1,95,21,117,1
NJ,2014,052960,mansfield twp,0,0,40,17,57,1
NJ,2014,053010,maple shade twp,NA,NA,167,NA,171,0
NJ,2014,053070,medford lakes boro,NA,NA,NA,29,39,0
NJ,2014,053080,medford twp,NA,1,114,75,190,1
NJ,2014,053360,moorestown twp,0,0,142,172,314,1
NJ,2014,053430,mount holly twp,NA,2,42,43,87,1
NJ,2014,053440,mount laurel twp,NA,2,205,124,331,1
NJ,2014,053540,new hanover twp,NA,NA,NA,14,22,0
NJ,2014,053650,north hanover twp,NA,2,87,22,111,1
NJ,2014,053690,northern burlington reg,NA,1,120,27,148,1
NJ,2014,053920,palmyra boro,NA,1,54,19,74,1
NJ,2014,054050,pemberton twp,NA,4,295,106,405,1
NJ,2014,054320,rancocas valley regional,NA,4,69,37,110,1
NJ,2014,054450,riverside twp,NA,1,102,15,118,1
NJ,2014,054460,riverton,NA,NA,18,NA,26,0
NJ,2014,054740,shamong twp,0,0,43,11,54,1
NJ,2014,054930,southampton twp,NA,NA,60,NA,66,0
NJ,2014,055010,springfield twp,0,0,18,10,28,1
NJ,2014,055130,tabernacle twp,NA,1,38,23,62,1
NJ,2014,055490,washington twp,NA,NA,NA,NA,6,0
NJ,2014,055720,westampton,NA,9,27,18,54,1
NJ,2014,055805,willingboro twp,NA,18,190,NA,215,0
NJ,2014,055890,woodland twp,NA,NA,14,NA,16,0
NJ,2014,070150,audubon boro,0,0,101,30,131,1
NJ,2014,070190,barrington boro,NA,NA,45,NA,55,0
NJ,2014,070260,bellmawr boro,NA,2,59,19,80,1
NJ,2014,070330,berlin boro,0,0,40,30,70,1
NJ,2014,070340,berlin twp,NA,NA,51,NA,61,0
NJ,2014,070390,black horse pike regional,0,15,173,83,271,0
NJ,2014,070580,brooklawn boro,NA,NA,NA,NA,31,0
NJ,2014,070680,camden city,11,149,821,33,1014,0
NJ,2014,070700,camden county vocational,NA,3,120,63,186,1
NJ,2014,070800,cherry hill twp,NA,NA,796,NA,813,0
NJ,2014,070880,clementon boro,NA,NA,42,NA,46,0
NJ,2014,070940,collingswood boro,NA,1,156,14,171,1
NJ,2014,071255,eastern camden county reg,NA,NA,127,NA,128,0
NJ,2014,071720,gibbsboro boro,NA,NA,20,NA,27,0
NJ,2014,071770,gloucester city,NA,2,65,123,190,1
NJ,2014,071780,gloucester twp,NA,7,487,20,514,1
NJ,2014,071880,haddon heights boro,NA,NA,111,NA,120,0
NJ,2014,071890,haddon twp,NA,2,75,55,132,1
NJ,2014,071900,haddonfield boro,NA,1,112,76,189,1
NJ,2014,072540,laurel springs boro,NA,NA,11,NA,17,0
NJ,2014,072560,lawnside boro,NA,NA,12,NA,18,0
NJ,2014,072670,lindenwold boro,NA,6,160,15,181,1
NJ,2014,072890,magnolia boro,NA,NA,NA,NA,7,0
NJ,2014,073110,merchantville boro,NA,NA,29,NA,32,0
NJ,2014,073420,mount ephraim boro,0,0,22,10,32,1
NJ,2014,073770,oaklyn boro,NA,NA,36,NA,37,0
NJ,2014,074060,pennsauken twp,NA,9,316,22,347,1
NJ,2014,074110,pine hill boro,0,0,144,28,172,1
NJ,2014,074590,runnemede boro,NA,NA,59,NA,67,0
NJ,2014,074790,somerdale boro,NA,NA,43,NA,45,0
NJ,2014,075035,sterling high school dist,NA,NA,65,NA,72,0
NJ,2014,075080,stratford boro,0,0,23,35,58,1
NJ,2014,075400,voorhees twp,0,0,107,123,230,1
NJ,2014,075560,waterford twp,0,0,60,14,74,1
NJ,2014,075820,winslow twp,0,14,377,24,415,0
NJ,2014,075900,woodlynne boro,NA,NA,16,NA,23,0
NJ,2014,090170,avalon boro,NA,NA,NA,NA,16,0
NJ,2014,090710,cape may city,NA,NA,NA,NA,19,0
NJ,2014,090715,cape may co special serv,0,0,18,24,42,1
NJ,2014,090720,cape may co vocational,0,0,14,49,63,1
NJ,2014,091080,dennis twp,NA,NA,56,NA,58,0
NJ,2014,092820,lower cape may regional,0,0,108,29,137,1
NJ,2014,092840,lower twp,NA,2,73,63,138,1
NJ,2014,093130,middle twp,NA,1,113,91,205,1
NJ,2014,093680,north wildwood city,NA,1,19,20,40,1
NJ,2014,093780,ocean city,NA,2,173,12,187,1
NJ,2014,095060,stone harbor boro,NA,NA,NA,NA,15,0
NJ,2014,095340,upper twp,0,0,16,95,111,1
NJ,2014,095610,west cape may boro,NA,NA,NA,NA,10,0
NJ,2014,095790,wildwood city,NA,4,57,29,90,1
NJ,2014,095800,wildwood crest boro,NA,NA,27,NA,33,0
NJ,2014,095840,woodbine boro,NA,NA,NA,18,24,0
NJ,2014,110540,bridgeton city,NA,9,436,48,493,1
NJ,2014,110950,commercial twp,NA,NA,37,NA,43,0
NJ,2014,110995,cumberland co vocational,NA,NA,25,NA,28,0
NJ,2014,110997,cumberland regional,NA,2,73,13,88,1
NJ,2014,111020,deerfield twp,NA,NA,24,NA,29,0
NJ,2014,111120,downe twp,NA,NA,12,NA,18,0
NJ,2014,111460,fairfield twp,NA,2,14,34,50,1
NJ,2014,111820,greenwich twp,NA,NA,NA,NA,8,0
NJ,2014,112270,hopewell twp,0,0,20,19,39,1
NJ,2014,112570,lawrence twp,NA,NA,39,NA,42,0
NJ,2014,113050,maurice river twp,NA,NA,25,NA,32,0
NJ,2014,113230,millville city,NA,2,398,49,449,1
NJ,2014,115070,stow creek twp,NA,NA,NA,NA,11,0
NJ,2014,115300,upper deerfield twp,NA,2,43,27,72,1
NJ,2014,115390,vineland city,0,13,500,232,745,0
NJ,2014,130250,belleville town,NA,2,204,127,333,1
NJ,2014,130410,bloomfield twp,NA,1,166,299,466,1
NJ,2014,130660,caldwell-west caldwell,NA,1,61,141,203,1
NJ,2014,130760,cedar grove twp,NA,3,101,16,120,1
NJ,2014,131210,east orange,NA,80,729,NA,867,0
NJ,2014,131390,essex co voc-tech,NA,4,163,13,180,1
NJ,2014,131400,essex fells boro,0,0,12,17,29,1
NJ,2014,131465,fairfield twp,0,0,36,21,57,1
NJ,2014,131750,glen ridge boro,NA,2,111,33,146,1
NJ,2014,132330,irvington township,NA,68,390,NA,490,0
NJ,2014,132730,livingston twp,0,0,143,274,417,1
NJ,2014,133190,millburn twp,NA,1,341,60,402,1
NJ,2014,133310,montclair town,NA,5,384,117,506,1
NJ,2014,133570,newark city,94,314,2058,309,2775,0
NJ,2014,133630,north caldwell boro,0,0,31,32,63,1
NJ,2014,133750,nutley town,0,16,242,13,271,0
NJ,2014,133880,city of orange twp,NA,39,379,NA,422,0
NJ,2014,134530,roseland boro,NA,NA,30,NA,41,0
NJ,2014,134900,south orange-maplewood,NA,7,263,133,403,1
NJ,2014,135370,verona boro,NA,2,101,59,162,1
NJ,2014,135630,west essex regional,NA,1,126,16,143,1
NJ,2014,135680,west orange town,NA,8,517,13,538,1
NJ,2014,150860,clayton boro,NA,NA,110,NA,118,0
NJ,2014,150870,clearview regional,NA,1,60,106,167,1
NJ,2014,151100,deptford twp,0,0,225,81,306,1
NJ,2014,151180,east greenwich twp,NA,3,72,12,87,1
NJ,2014,151330,elk twp,NA,NA,25,NA,34,0
NJ,2014,151590,franklin twp,NA,4,95,13,112,1
NJ,2014,151715,gateway regional,NA,5,67,10,82,1
NJ,2014,151730,glassboro,NA,1,148,26,175,1
NJ,2014,151774,gloucester co spec serv,NA,NA,74,NA,80,0
NJ,2014,151775,gloucester co vocational,NA,NA,70,NA,79,0
NJ,2014,151830,greenwich twp,0,0,21,19,40,1
NJ,2014,152070,harrison twp,0,0,100,14,114,1
NJ,2014,152440,kingsway regional,NA,NA,155,NA,162,0
NJ,2014,152750,logan twp,NA,NA,67,NA,77,0
NJ,2014,152990,mantua twp,NA,2,48,69,119,1
NJ,2014,153280,monroe twp,NA,14,190,206,410,1
NJ,2014,153490,national park boro,0,0,11,15,26,1
NJ,2014,154020,paulsboro boro,NA,5,92,13,110,1
NJ,2014,154140,pitman boro,NA,NA,107,NA,112,0
NJ,2014,154880,south harrison twp,NA,NA,24,NA,25,0
NJ,2014,154940,delsea regional h.s dist.,NA,NA,118,NA,126,0
NJ,2014,155120,swedesboro-woolwich,NA,NA,86,NA,89,0
NJ,2014,155500,washington twp,NA,4,543,109,656,1
NJ,2014,155590,wenonah boro,NA,NA,NA,16,21,0
NJ,2014,155620,west deptford twp,NA,3,147,57,207,1
NJ,2014,155740,westville boro,0,0,18,15,33,1
NJ,2014,155860,woodbury city,NA,3,52,80,135,1
NJ,2014,155870,woodbury heights boro,NA,NA,NA,21,25,0
NJ,2014,170220,bayonne city,NA,8,657,14,679,1
NJ,2014,171200,east newark boro,NA,NA,15,NA,18,0
NJ,2014,171850,guttenberg town,NA,3,55,14,72,1
NJ,2014,172060,harrison town,NA,1,56,92,149,1
NJ,2014,172210,hoboken city,NA,11,157,NA,177,0
NJ,2014,172295,hudson county vocational,0,0,148,63,211,1
NJ,2014,172390,jersey city,NA,113,1824,106,2043,1
NJ,2014,172410,kearny town,NA,1,386,42,429,1
NJ,2014,173610,north bergen twp,NA,3,461,103,567,1
NJ,2014,174730,secaucus town,NA,1,85,74,160,1
NJ,2014,175240,union city,0,11,566,86,663,0
NJ,2014,175580,weehawken twp,NA,NA,95,NA,107,0
NJ,2014,175670,west new york town,NA,4,389,160,553,1
NJ,2014,190020,alexandria twp,0,0,25,29,54,1
NJ,2014,190370,bethlehem twp,NA,1,36,13,50,1
NJ,2014,190430,bloomsbury boro,NA,NA,NA,NA,16,0
NJ,2014,190670,califon boro,NA,NA,12,NA,18,0
NJ,2014,190910,clinton town,0,0,29,15,44,1
NJ,2014,190920,clinton twp,NA,1,112,70,183,1
NJ,2014,191040,delaware twp,NA,NA,NA,37,44,0
NJ,2014,191050,delaware valley regional,NA,NA,70,NA,71,0
NJ,2014,191160,east amwell twp,NA,NA,38,NA,43,0
NJ,2014,191510,flemington-raritan reg,NA,1,206,129,336,1
NJ,2014,191600,franklin twp,NA,1,19,12,32,1
NJ,2014,191680,frenchtown boro,NA,NA,15,NA,18,0
NJ,2014,191970,hampton boro,NA,NA,NA,NA,13,0
NJ,2014,192140,high bridge boro,NA,NA,37,NA,45,0
NJ,2014,192220,holland twp,0,0,22,41,63,1
NJ,2014,192300,hunterdon central reg,NA,1,175,57,233,1
NJ,2014,192305,hunterdon co ed ser comm,NA,NA,NA,NA,13,0
NJ,2014,192308,hunterdon co vocational,NA,NA,14,NA,15,0
NJ,2014,192450,kingwood twp,NA,NA,33,NA,38,0
NJ,2014,192530,lambertville city,NA,NA,NA,21,28,0
NJ,2014,192590,lebanon boro,NA,NA,NA,NA,12,0
NJ,2014,192600,lebanon twp,NA,NA,61,NA,67,0
NJ,2014,193180,milford boro,NA,NA,12,NA,14,0
NJ,2014,193660,n hunt/voorhees regional,NA,3,135,79,217,1
NJ,2014,194350,readington twp,NA,1,70,97,168,1
NJ,2014,194890,south hunterdon regional,NA,1,22,17,40,1
NJ,2014,195050,stockton boro,NA,NA,NA,NA,7,0
NJ,2014,195180,tewksbury twp,0,0,45,21,66,1
NJ,2014,195270,union twp,NA,NA,33,NA,43,0
NJ,2014,195600,west amwell twp,NA,NA,NA,21,26,0
NJ,2014,211245,east windsor regional,NA,6,301,83,390,1
NJ,2014,211430,ewing twp,0,0,19,298,317,1
NJ,2014,211950,hamilton twp,NA,8,656,267,931,1
NJ,2014,212280,hopewell valley regional,0,0,246,135,381,1
NJ,2014,212580,lawrence twp,NA,2,241,67,310,1
NJ,2014,213103,mercer co special service,0,0,57,42,99,1
NJ,2014,213105,mercer county vocational,NA,NA,25,NA,36,0
NJ,2014,214255,princeton regional,NA,4,143,155,302,1
NJ,2014,215210,trenton city,NA,47,729,72,848,1
NJ,2014,215510,robbinsville twp,NA,6,183,26,215,1
NJ,2014,215715,w windsor-plainsboro reg,NA,5,208,475,688,1
NJ,2014,230750,carteret boro,NA,NA,255,NA,262,0
NJ,2014,230970,cranbury twp,NA,NA,45,NA,54,0
NJ,2014,231140,dunellen boro,NA,2,70,20,92,1
NJ,2014,231170,east brunswick twp,0,14,498,131,643,0
NJ,2014,231290,edison twp,NA,4,715,368,1087,1
NJ,2014,232150,highland park boro,0,0,120,12,132,1
NJ,2014,232370,jamesburg boro,NA,NA,48,NA,51,0
NJ,2014,233120,metuchen boro,NA,3,124,25,152,1
NJ,2014,233140,middlesex boro,NA,1,152,10,163,1
NJ,2014,233145,middlesex co reg ser comm,NA,9,94,22,125,1
NJ,2014,233150,middlesex co vocational,NA,5,107,56,168,1
NJ,2014,233220,milltown boro,0,0,41,10,51,1
NJ,2014,233290,monroe twp,NA,4,166,294,464,1
NJ,2014,233530,new brunswick city,NA,22,448,82,552,1
NJ,2014,233620,north brunswick twp,0,0,167,241,408,1
NJ,2014,233845,old bridge twp,0,0,500,167,667,1
NJ,2014,234090,perth amboy city,NA,21,513,75,609,1
NJ,2014,234130,piscataway twp,NA,8,252,203,463,1
NJ,2014,234660,sayreville boro,NA,4,359,81,444,1
NJ,2014,234830,south amboy city,0,0,56,29,85,1
NJ,2014,234860,south brunswick twp,0,10,452,162,624,0
NJ,2014,234910,south plainfield boro,NA,2,264,11,277,1
NJ,2014,234920,south river boro,NA,3,133,23,159,1
NJ,2014,234970,spotswood boro,NA,3,91,56,150,1
NJ,2014,235850,woodbridge twp,NA,8,588,486,1082,1
NJ,2014,250100,asbury park city,0,10,163,23,196,0
NJ,2014,250130,atlantic highlands boro,0,0,11,19,30,1
NJ,2014,250180,avon boro,NA,NA,12,NA,18,0
NJ,2014,250225,bayshore jointure comm,NA,NA,NA,NA,5,0
NJ,2014,250270,belmar boro,NA,NA,47,NA,53,0
NJ,2014,250500,bradley beach boro,NA,NA,28,NA,30,0
NJ,2014,250560,brielle boro,NA,NA,NA,44,45,0
NJ,2014,250945,colts neck twp,0,0,92,25,117,1
NJ,2014,251000,deal boro,NA,NA,NA,NA,8,0
NJ,2014,251260,eatontown boro,0,0,60,40,100,1
NJ,2014,251440,fair haven boro,NA,NA,77,NA,79,0
NJ,2014,251490,farmingdale boro,NA,NA,NA,16,22,0
NJ,2014,251640,freehold boro,NA,NA,89,NA,98,0
NJ,2014,251650,freehold regional,NA,24,647,66,737,1
NJ,2014,251660,freehold twp,0,0,132,176,308,1
NJ,2014,252105,hazlet twp,0,0,216,43,259,1
NJ,2014,252120,henry hudson regional,0,0,24,13,37,1
NJ,2014,252160,highlands boro,NA,NA,NA,10,20,0
NJ,2014,252230,holmdel twp,NA,1,44,168,213,1
NJ,2014,252290,howell twp,NA,4,478,154,636,1
NJ,2014,252400,keansburg boro,NA,7,105,71,183,1
NJ,2014,252430,keyport boro,NA,NA,86,NA,91,0
NJ,2014,252720,little silver boro,NA,2,43,28,73,1
NJ,2014,252770,long branch city,NA,66,363,NA,443,0
NJ,2014,252920,manalapan-englishtown reg,0,0,317,26,343,1
NJ,2014,252930,manasquan boro,0,0,97,25,122,1
NJ,2014,253030,marlboro twp,0,0,299,131,430,1
NJ,2014,253040,matawan-aberdeen regional,NA,2,280,60,342,1
NJ,2014,253160,middletown twp,NA,5,622,111,738,1
NJ,2014,253200,millstone twp,NA,NA,NA,NA,11,0
NJ,2014,253250,monmouth beach boro,0,0,17,11,28,1
NJ,2014,253255,monmouth-ocean ed ser com*,NA,37,NA,NA,45,0
NJ,2014,253260,monmouth co vocational,NA,3,97,122,222,1
NJ,2014,253270,monmouth regional,0,0,54,39,93,1
NJ,2014,253500,neptune city,0,0,20,15,35,1
NJ,2014,253510,neptune twp,NA,4,267,47,318,1
NJ,2014,253810,ocean twp,NA,1,160,201,362,1
NJ,2014,253830,oceanport boro,NA,NA,NA,58,60,0
NJ,2014,254360,red bank boro,NA,1,38,40,79,1
NJ,2014,254365,red bank regional,0,0,81,22,103,1
NJ,2014,254520,roosevelt boro,NA,NA,NA,NA,12,0
NJ,2014,254570,rumson boro,NA,2,34,53,89,1
NJ,2014,254580,rumson-fair haven reg,NA,NA,77,NA,79,0
NJ,2014,254690,sea girt boro,NA,NA,15,NA,22,0
NJ,2014,254760,shore regional,0,0,14,40,54,1
NJ,2014,254770,shrewsbury boro,NA,NA,40,NA,46,0
NJ,2014,254980,spring lake boro,NA,1,21,11,33,1
NJ,2014,254990,spring lake heights boro,NA,NA,NA,25,33,0
NJ,2014,255185,tinton falls,NA,NA,123,NA,126,0
NJ,2014,255230,union beach,NA,NA,52,NA,58,0
NJ,2014,255310,upper freehold regional,NA,NA,NA,132,141,0
NJ,2014,255420,wall twp,NA,1,254,76,331,1
